Country_Name,Year,Gini_Index_(Official),Palma_Ratio,20/20_Income_Gap_Ratio,Income_Share:_Bottom_40%,Income_Share:_Poorest_20%,Income_Share:_Second_Quintile,Income_Share:_Middle_Quintile,Income_Share:_Fourth_Quintile,Income_Share:_Richest_20%,Income_Classification,World_Bank_Region,Total_Population,Inequality_Index_(UNDP),Gini_Index_(World Bank),Local_Currency,World_Bank_Lending_Group,Last_Census_Year,Inequality_Category
Russia,2011,37.7,1.62,7.17,17.28,6.18,11.11,15.75,22.64,44.32,Upper middle income,Europe and Central Asia,143703024,20.83,39.7,Russian ruble,IBRD,2020,Medium Inequality
Russia,2012,40.71,1.93,7.55,16.66,6.34,10.32,14.5,20.99,47.85,Upper middle income,Europe and Central Asia,143993888,20.83,40.7,Russian ruble,IBRD,2020,Medium Inequality
Russia,2013,36.6,1.54,6.76,17.92,6.42,11.5,16.08,22.58,43.41,Upper middle income,Europe and Central Asia,144325456,19.44,40.9,Russian ruble,IBRD,2020,Low Inequality
Russia,2014,36.1,1.5,6.57,18.12,6.53,11.58,16.31,22.66,42.92,Upper middle income,Europe and Central Asia,144664848,19.14,36.9,Russian ruble,IBRD,2020,Low Inequality
Russia,2015,35.5,1.45,6.47,18.2,6.54,11.66,16.42,23.04,42.35,Upper middle income,Europe and Central Asia,144985056,18.67,36.5,Russian ruble,IBRD,2020,Low Inequality
Russia,2016,35.8,1.47,6.46,18.19,6.6,11.59,16.22,22.96,42.63,Upper middle income,Europe and Central Asia,145275376,18.66,36.7,Russian ruble,IBRD,2020,Low Inequality
Seychelles,2013,46.82,2.62,9.77,15.21,5.43,9.78,13.33,18.44,53.03,High income,Sub-Saharan Africa,93397,29.35,46.8,Seychelles rupee,IBRD,2020,Medium Inequality
Thailand,1981,46.4,2.94,12.43,12.46,4.3,8.16,13.02,21.05,53.47,Upper middle income,East Asia and the Pacific,48337503,25.11,45.2,Thai baht,IBRD,2020,Medium Inequality
Thailand,1988,52.4,4.02,19.49,9.67,2.92,6.75,11.9,21.53,56.9,Upper middle income,East Asia and the Pacific,54912334,25.11,43.8,Thai baht,IBRD,2020,Medium Inequality
Thailand,1990,54.3,4.45,20.93,9.27,2.8,6.47,11.44,20.69,58.6,Upper middle income,East Asia and the Pacific,56582821,25.11,45.3,Thai baht,IBRD,2020,Medium Inequality
Thailand,1992,57,5.43,25.88,8.08,2.36,5.72,10.67,20.17,61.07,Upper middle income,East Asia and the Pacific,57837878,25.11,47.9,Thai baht,IBRD,2020,Medium Inequality
Thailand,1994,57.1,5.76,28.85,7.81,2.16,5.65,10.4,19.48,62.31,Upper middle income,East Asia and the Pacific,58901666,25.11,43.5,Thai baht,IBRD,2020,Medium Inequality
Thailand,1996,55.5,5.27,27.15,8.21,2.24,5.97,10.78,20.19,60.82,Upper middle income,East Asia and the Pacific,60151472,25.11,42.9,Thai baht,IBRD,2020,Medium Inequality
Thailand,1998,55.6,5.09,26.23,8.47,2.31,6.16,10.89,20.04,60.6,Upper middle income,East Asia and the Pacific,61597283,25.11,41.5,Thai baht,IBRD,2020,Medium Inequality
Thailand,1999,56,5.66,30,7.77,2.06,5.71,10.53,19.9,61.8,Upper middle income,East Asia and the Pacific,62306651,25.11,43.1,Thai baht,IBRD,2020,Medium Inequality
Thailand,2000,42.83,2.14,8.09,15.75,6.15,9.6,13.65,20.87,49.74,Upper middle income,East Asia and the Pacific,62952640,25.11,42.8,Thai baht,IBRD,2020,Medium Inequality
Thailand,2002,41.94,2.05,7.78,16.15,6.28,9.87,14.04,20.94,48.88,Upper middle income,East Asia and the Pacific,64069092,25.11,41.9,Thai baht,IBRD,2020,Medium Inequality
Thailand,2004,42.54,2.13,8.06,15.86,6.11,9.75,14,20.88,49.27,Upper middle income,East Asia and the Pacific,64995304,25.11,42.5,Thai baht,IBRD,2020,Medium Inequality
Thailand,2006,41.82,2.05,8.05,15.88,6.02,9.86,14.3,21.36,48.46,Upper middle income,East Asia and the Pacific,65812540,25.11,41.8,Thai baht,IBRD,2020,Medium Inequality
Thailand,2007,39.76,1.83,7.19,16.82,6.5,10.32,14.73,21.72,46.72,Upper middle income,East Asia and the Pacific,66182064,25.11,39.8,Thai baht,IBRD,2020,Medium Inequality
Thailand,2008,40.29,1.88,7.35,16.55,6.42,10.13,14.59,21.68,47.17,Upper middle income,East Asia and the Pacific,66530976,25.11,40.3,Thai baht,IBRD,2020,Medium Inequality
Thailand,2009,39.6,1.82,7.13,16.84,6.52,10.32,14.83,21.82,46.51,Upper middle income,East Asia and the Pacific,66866836,25.11,39.6,Thai baht,IBRD,2020,Medium Inequality
Thailand,2010,39.4,1.8,7.03,17.06,6.61,10.45,14.78,21.66,46.5,Upper middle income,East Asia and the Pacific,67195032,27.61,39.4,Thai baht,IBRD,2020,Medium Inequality
Thailand,2011,37.46,1.64,6.25,18.27,7.22,11.05,15.14,21.44,45.15,Upper middle income,East Asia and the Pacific,67518384,27.61,37.5,Thai baht,IBRD,2020,Medium Inequality
Thailand,2012,39.26,1.78,6.97,17.09,6.65,10.44,14.84,21.75,46.32,Upper middle income,East Asia and the Pacific,67835968,27.61,39.3,Thai baht,IBRD,2020,Medium Inequality
Thailand,2013,37.85,1.65,6.51,17.72,6.93,10.79,15.09,22.07,45.12,Upper middle income,East Asia and the Pacific,68144512,23.81,37.8,Thai baht,IBRD,2020,Medium Inequality
Thailand,2014,37.03,1.58,6.25,18.13,7.11,11.02,15.3,22.1,44.47,Upper middle income,East Asia and the Pacific,68438752,23.81,37,Thai baht,IBRD,2020,Medium Inequality
Thailand,2015,35.99,1.51,5.85,18.77,7.48,11.29,15.54,21.94,43.75,Upper middle income,East Asia and the Pacific,68714512,23.81,36,Thai baht,IBRD,2020,Medium Inequality
Thailand,2016,36.89,1.58,6.14,18.35,7.26,11.09,15.27,21.84,44.55,Upper middle income,East Asia and the Pacific,68971312,23.81,36.7,Thai baht,IBRD,2020,Medium Inequality
Thailand,2017,36.53,1.55,6.08,18.36,7.25,11.11,15.48,22.08,44.08,Upper middle income,East Asia and the Pacific,69209824,23.81,36.4,Thai baht,IBRD,2020,Medium Inequality
Ukraine,1992,29.71,1.07,4.73,21.35,7.99,13.36,17.7,23.15,37.79,Lower middle income,Europe and Central Asia,51415956,24.94,29.7,Ukrainian hryvnia,IBRD,2020,Medium Inequality
Ukraine,1993,28.93,1.05,4.29,22.16,8.82,13.34,17.34,22.7,37.81,Lower middle income,Europe and Central Asia,51316012,24.94,28.9,Ukrainian hryvnia,IBRD,2020,Medium Inequality
Ukraine,1995,49.2,3.13,14.2,12.41,3.83,8.58,12.96,20.24,54.39,Lower middle income,Europe and Central Asia,50905677,24.94,39.2,Ukrainian hryvnia,IBRD,2020,Medium Inequality
Ukraine,1996,35.16,1.44,5.98,19.09,7.13,11.96,16.2,22.05,42.65,Lower middle income,Europe and Central Asia,50580468,24.94,35.2,Ukrainian hryvnia,IBRD,2020,Medium Inequality
Ukraine,1999,28.96,1.05,4.29,22.11,8.8,13.31,17.41,22.7,37.78,Lower middle income,Europe and Central Asia,49288740,24.94,28.9,Ukrainian hryvnia,IBRD,2020,Medium Inequality
Ukraine,2002,29.05,1.05,4.33,22.08,8.77,13.31,17.3,22.63,37.98,Lower middle income,Europe and Central Asia,47980032,24.94,29,Ukrainian hryvnia,IBRD,2020,Medium Inequality
Ukraine,2003,28.66,1.04,4.18,22.5,9.09,13.41,17.18,22.34,37.99,Lower middle income,Europe and Central Asia,47582464,24.94,28.7,Ukrainian hryvnia,IBRD,2020,Medium Inequality
Ukraine,2004,28.93,1.04,4.31,22.18,8.79,13.39,17.3,22.67,37.86,Lower middle income,Europe and Central Asia,47217488,24.94,28.9,Ukrainian hryvnia,IBRD,2020,Medium Inequality
Ukraine,2005,29.02,1.05,4.31,22.12,8.81,13.31,17.24,22.64,38,Lower middle income,Europe and Central Asia,46890772,24.94,29,Ukrainian hryvnia,IBRD,2020,Medium Inequality
Ukraine,2006,29.79,1.1,4.42,21.9,8.78,13.12,17.03,22.29,38.77,Lower middle income,Europe and Central Asia,46607400,24.94,29.8,Ukrainian hryvnia,IBRD,2020,Medium Inequality
Ukraine,2007,27.01,0.95,3.87,23.25,9.46,13.79,17.6,22.53,36.62,Lower middle income,Europe and Central Asia,46366348,24.94,27,Ukrainian hryvnia,IBRD,2020,Medium Inequality
Ukraine,2008,26.64,0.93,3.78,23.49,9.63,13.86,17.6,22.53,36.38,Lower middle income,Europe and Central Asia,46158712,24.94,26.6,Ukrainian hryvnia,IBRD,2020,Medium Inequality
Ukraine,2009,25.32,0.87,3.55,24.24,9.99,14.25,17.81,22.52,35.42,Lower middle income,Europe and Central Asia,45970940,24.94,25.3,Ukrainian hryvnia,IBRD,2020,Medium Inequality
Ukraine,2010,24.82,0.86,3.44,24.52,10.21,14.31,17.92,22.39,35.16,Lower middle income,Europe and Central Asia,45792084,9.02,24.8,Ukrainian hryvnia,IBRD,2020,Low Inequality
Ukraine,2011,24.55,0.84,3.41,24.67,10.24,14.43,17.95,22.5,34.87,Lower middle income,Europe and Central Asia,45619852,8.85,24.6,Ukrainian hryvnia,IBRD,2020,Low Inequality
Ukraine,2012,24.74,0.85,3.43,24.53,10.21,14.32,17.9,22.55,35.02,Lower middle income,Europe and Central Asia,45453804,8.96,24.7,Ukrainian hryvnia,IBRD,2020,Low Inequality
Ukraine,2013,24.55,0.85,3.41,24.8,10.27,14.53,17.94,22.21,35.05,Lower middle income,Europe and Central Asia,45286988,8.88,24.6,Ukrainian hryvnia,IBRD,2020,Low Inequality
Ukraine,2014,24.03,0.82,3.31,25.03,10.46,14.57,18,22.36,34.6,Lower middle income,Europe and Central Asia,45111532,8.52,24,Ukrainian hryvnia,IBRD,2020,Low Inequality
Ukraine,2015,25.46,0.89,3.55,24.3,10.02,14.28,17.75,22.36,35.59,Lower middle income,Europe and Central Asia,44921636,8.52,25.5,Ukrainian hryvnia,IBRD,2020,Low Inequality
Ukraine,2016,25,0.87,3.49,24.47,10.07,14.4,17.93,22.45,35.14,Lower middle income,Europe and Central Asia,44713708,8.52,25,Ukrainian hryvnia,IBRD,2020,Low Inequality
United States,1963,36.2,2.05,8.24,17.1,5,12.1,17.7,24,41.2,High income,North America,194932400,23.55,36.7,U.S. dollar,IBRD,2020,Medium Inequality
United States,1964,36.1,2.05,8.08,17.1,5.1,12,17.7,24,41.2,High income,North America,197408496,23.55,37.4,U.S. dollar,IBRD,2020,Medium Inequality
United States,1965,35.6,2.05,7.87,17.4,5.2,12.2,17.8,23.9,40.9,High income,North America,199733664,23.55,36.8,U.S. dollar,IBRD,2020,Medium Inequality
United States,1966,34.9,2.05,7.23,18,5.6,12.4,17.8,23.8,40.5,High income,North America,201895760,23.55,37.1,U.S. dollar,IBRD,2020,Medium Inequality
United States,1967,36.25,2.05,7.49,17.63,5.62,12.01,17.07,23.19,42.11,High income,North America,203905072,23.55,36.9,U.S. dollar,IBRD,2020,Medium Inequality
United States,1968,35.13,2.05,7.06,18.12,5.83,12.29,17.36,23.37,41.15,High income,North America,205805744,23.55,36.3,U.S. dollar,IBRD,2020,Medium Inequality
United States,1969,35.33,2.05,7.12,18,5.8,12.2,17.32,23.4,41.27,High income,North America,207659280,23.55,36,U.S. dollar,IBRD,2020,Medium Inequality
United States,1970,35.71,2.05,7.32,17.78,5.67,12.11,17.25,23.43,41.54,High income,North America,209513344,23.55,36.6,U.S. dollar,IBRD,2020,Medium Inequality
United States,1971,35.91,2.05,7.36,17.65,5.67,11.98,17.2,23.43,41.72,High income,North America,211384080,23.55,36.9,U.S. dollar,IBRD,2020,Medium Inequality
United States,1972,36.22,2.05,7.55,17.45,5.55,11.9,17.2,23.43,41.92,High income,North America,213269808,23.55,36.7,U.S. dollar,IBRD,2020,Medium Inequality
United States,1973,35.97,2.05,7.42,17.59,5.62,11.97,17.21,23.48,41.72,High income,North America,215178800,23.55,36.1,U.S. dollar,IBRD,2020,Medium Inequality
United States,1974,35.9,1.47,7.07,17.87,5.94,11.93,16.79,23.32,42.02,High income,North America,217218393,23.55,35.5,U.S. dollar,IBRD,2020,Medium Inequality
United States,1975,35.92,2.05,7.43,17.47,5.6,11.87,17.3,23.64,41.58,High income,North America,219081248,23.55,35.6,U.S. dollar,IBRD,2020,Medium Inequality
United States,1976,35.87,2.05,7.38,17.44,5.62,11.83,17.35,23.75,41.45,High income,North America,221086416,23.55,35.6,U.S. dollar,IBRD,2020,Medium Inequality
United States,1977,36.24,2.05,7.6,17.23,5.49,11.73,17.3,23.74,41.73,High income,North America,223135664,23.55,35.5,U.S. dollar,IBRD,2020,Medium Inequality
United States,1978,36.29,2.05,7.68,17.25,5.44,11.81,17.26,23.71,41.78,High income,North America,225223312,23.55,34.8,U.S. dollar,IBRD,2020,Medium Inequality
United States,1979,34.6,1.37,6.41,18.48,6.43,12.05,16.91,23.41,41.21,High income,North America,227339328,23.55,34.8,U.S. dollar,IBRD,2020,Medium Inequality
United States,1980,36.72,2.05,8.06,16.84,5.2,11.63,17.28,23.96,41.93,High income,North America,229476352,23.55,34.7,U.S. dollar,IBRD,2020,Medium Inequality
United States,1981,37.35,2.05,8.4,16.45,5.04,11.41,17.18,24.01,42.37,High income,North America,231636064,23.55,35.5,U.S. dollar,IBRD,2020,Medium Inequality
United States,1982,38.41,2.05,9.1,15.9,4.75,11.15,16.97,23.94,43.19,High income,North America,233821840,23.55,36.7,U.S. dollar,IBRD,2020,Medium Inequality
United States,1983,38.94,2.05,9.49,15.55,4.59,10.96,16.9,24.01,43.54,High income,North America,236030240,23.55,37.3,U.S. dollar,IBRD,2020,Medium Inequality
United States,1984,38.91,2.05,9.42,15.62,4.62,11,16.82,23.98,43.57,High income,North America,238256848,23.55,37.3,U.S. dollar,IBRD,2020,Medium Inequality
United States,1985,39.36,2.05,9.54,15.51,4.62,10.89,16.66,23.75,44.08,High income,North America,240499824,23.55,37.6,U.S. dollar,IBRD,2020,Medium Inequality
United States,1986,37.5,1.6,7.83,16.75,5.52,11.23,16.45,23.62,43.18,High income,North America,242763136,23.55,37.6,U.S. dollar,IBRD,2020,Medium Inequality
United States,1987,39.9,2.05,10.03,15.2,4.42,10.77,16.66,23.76,44.38,High income,North America,245052784,23.55,37.2,U.S. dollar,IBRD,2020,Medium Inequality
United States,1988,40.18,2.05,10.06,15.1,4.44,10.67,16.52,23.71,44.67,High income,North America,247372272,23.55,37.7,U.S. dollar,IBRD,2020,Medium Inequality
United States,1989,40.82,2.05,10.26,14.95,4.42,10.53,16.32,23.36,45.37,High income,North America,249725808,23.55,38.2,U.S. dollar,IBRD,2020,Medium Inequality
United States,1990,40.63,2.05,10.25,14.99,4.4,10.59,16.34,23.52,45.15,High income,North America,252120320,23.55,38.3,U.S. dollar,IBRD,2020,Medium Inequality
United States,1991,38.2,1.67,8,16.5,5.48,11.02,16.33,23.29,43.88,High income,North America,254539376,23.55,38,U.S. dollar,IBRD,2020,Medium Inequality
United States,1992,41.26,2.05,10.98,14.48,4.14,10.35,16.34,23.71,45.47,High income,North America,256990608,23.55,38.4,U.S. dollar,IBRD,2020,Medium Inequality
United States,1993,43.63,2.05,12.16,13.71,3.92,9.79,15.6,23.02,47.66,High income,North America,259532128,23.55,40.4,U.S. dollar,IBRD,2020,Medium Inequality
United States,1994,40.1,1.86,8.58,15.94,5.33,10.62,15.71,22.65,45.7,High income,North America,262241216,23.55,40,U.S. dollar,IBRD,2020,Medium Inequality
United States,1995,43.26,2.05,11.58,14.04,4.11,9.94,15.59,22.8,47.57,High income,North America,265163744,23.55,39.9,U.S. dollar,IBRD,2020,Medium Inequality
United States,1996,43.71,2.05,11.87,13.86,4.04,9.82,15.47,22.73,47.94,High income,North America,268335008,23.55,40.3,U.S. dollar,IBRD,2020,Medium Inequality
United States,1997,40.6,1.91,8.56,15.92,5.41,10.52,15.48,22.34,46.25,High income,North America,271713632,23.55,40.5,U.S. dollar,IBRD,2020,Medium Inequality
United States,1998,43.88,2.05,12.09,13.78,3.98,9.81,15.43,22.72,48.06,High income,North America,275175328,23.55,40,U.S. dollar,IBRD,2020,Medium Inequality
United States,1999,44.07,2.05,11.95,13.74,4.05,9.69,15.27,22.63,48.36,High income,North America,278548160,23.55,40,U.S. dollar,IBRD,2020,Medium Inequality
United States,2000,40.2,1.87,8.33,16.19,5.52,10.67,15.57,22.28,45.96,High income,North America,281710912,23.55,40.1,U.S. dollar,IBRD,2020,Medium Inequality
United States,2001,44.56,2.05,12.19,13.62,4.01,9.61,15.16,22.41,48.82,High income,North America,284608000,23.55,40.6,U.S. dollar,IBRD,2020,Medium Inequality
United States,2002,44.28,2.05,12.17,13.61,3.98,9.63,15.22,22.73,48.44,High income,North America,287279328,23.55,40.4,U.S. dollar,IBRD,2020,Medium Inequality
United States,2003,44.54,2.05,12.62,13.38,3.85,9.52,15.2,22.84,48.58,High income,North America,289815552,23.55,40.8,U.S. dollar,IBRD,2020,Medium Inequality
United States,2004,40.2,1.88,8.55,16.05,5.36,10.69,15.67,22.44,45.84,High income,North America,292354656,23.55,40.5,U.S. dollar,IBRD,2020,Medium Inequality
United States,2005,45.03,2.05,12.99,13.27,3.78,9.49,15.06,22.6,49.07,High income,North America,294993504,23.55,41.3,U.S. dollar,IBRD,2020,Medium Inequality
United States,2006,45.19,2.05,12.86,13.27,3.83,9.44,14.94,22.51,49.29,High income,North America,297758976,23.55,41.7,U.S. dollar,IBRD,2020,Medium Inequality
United States,2007,40.9,1.95,8.97,15.67,5.17,10.5,15.52,22.42,46.39,High income,North America,300608448,23.55,41.1,U.S. dollar,IBRD,2020,Medium Inequality
United States,2008,44.95,2.05,13.11,13.16,3.73,9.43,15.1,22.83,48.91,High income,North America,303486016,23.55,41.1,U.S. dollar,IBRD,2020,Medium Inequality
United States,2009,45.58,2.05,13.89,12.81,3.55,9.26,14.95,22.87,49.36,High income,North America,306307552,23.55,40.8,U.S. dollar,IBRD,2020,Medium Inequality
United States,2010,40,1.84,8.55,15.87,5.33,10.55,15.7,22.88,45.55,High income,North America,309011456,24.54,40.2,U.S. dollar,IBRD,2020,Medium Inequality
United States,2011,46.31,2.05,14.51,12.48,3.45,9.04,14.75,22.76,50,High income,North America,311584064,24.91,41.2,U.S. dollar,IBRD,2020,Medium Inequality
United States,2012,46.28,2.05,14.61,12.43,3.41,9.02,14.83,22.86,49.88,High income,North America,314043872,24.96,41.2,U.S. dollar,IBRD,2020,Medium Inequality
United States,2013,40.7,1.92,8.71,15.65,5.31,10.34,15.45,22.65,46.25,High income,North America,316400544,24.64,40.9,U.S. dollar,IBRD,2020,Medium Inequality
United States,2014,46.42,2.05,14.96,12.31,3.34,8.96,14.77,22.89,50.03,High income,North America,318673440,26.43,41.7,U.S. dollar,IBRD,2020,Medium Inequality
United States,2015,46.17,2.05,14.47,12.46,3.44,9.02,14.83,22.86,49.84,High income,North America,320878304,25.89,41.5,U.S. dollar,IBRD,2020,Medium Inequality
United States,2016,41.1,1.96,8.92,15.53,5.24,10.29,15.26,22.5,46.71,High income,North America,323016000,25.82,41.3,U.S. dollar,IBRD,2020,Medium Inequality
United States,2017,46.32,2.05,14.51,12.47,3.45,9.02,14.7,22.74,50.09,High income,North America,325084736,26.28,41.4,U.S. dollar,IBRD,2020,Medium Inequality
United States,2018,46.42,2.05,14.22,12.62,3.54,9.07,14.66,22.37,50.35,High income,North America,327096256,26.02,41.8,U.S. dollar,IBRD,2020,Medium Inequality
Bangladesh,1983,36,1.49,6.03,18.95,7.2,11.75,15.94,21.73,43.38,Lower middle income,South Asia,88338242,17.31,25.9,Bangladeshi taka,IDA,2011,Low Inequality
Bangladesh,2000,33.41,1.34,4.93,20.76,8.65,12.11,15.62,20.96,42.66,Lower middle income,South Asia,127657856,17.31,33.4,Bangladeshi taka,IDA,2011,Low Inequality
Bangladesh,2005,33.2,1.34,4.85,20.94,8.76,12.18,15.59,20.95,42.52,Lower middle income,South Asia,139035504,17.31,33.2,Bangladeshi taka,IDA,2011,Low Inequality
Bangladesh,2010,32.13,1.26,4.69,21.31,8.85,12.46,15.97,21.23,41.48,Lower middle income,South Asia,147575440,17.31,32.1,Bangladeshi taka,IDA,2011,Low Inequality
Bangladesh,2016,32.39,1.27,4.8,21.08,8.64,12.44,16.05,21.43,41.43,Lower middle income,South Asia,157977152,15.66,32.4,Bangladeshi taka,IDA,2011,Low Inequality
Costa Rica,1981,47.49,2.89,15.34,11.68,3.35,8.33,14.14,22.79,51.39,Upper middle income,Latin America and the Caribbean,2455593,56.01,47.5,Costa Rican colon,IBRD,2011,Very High Inequality
Costa Rica,1986,34.42,1.32,7.6,17.45,5.21,12.24,18.06,24.91,39.57,Upper middle income,Latin America and the Caribbean,2810245,56.01,34.4,Costa Rican colon,IBRD,2011,Very High Inequality
Costa Rica,1989,44,2.3,10.7,14.2,4.6,9.6,14.7,22,49.2,Upper middle income,Latin America and the Caribbean,3018955,56.01,45.5,Costa Rican colon,IBRD,2011,Very High Inequality
Costa Rica,1990,44,2.3,11.11,14.1,4.4,9.7,14.6,22.3,48.9,Upper middle income,Latin America and the Caribbean,3095995,56.01,45.2,Costa Rican colon,IBRD,2011,Very High Inequality
Costa Rica,1991,45.4,2.5,11.95,13.5,4.2,9.3,14.4,21.9,50.2,Upper middle income,Latin America and the Caribbean,3175649,56.01,46.6,Costa Rican colon,IBRD,2011,Very High Inequality
Costa Rica,1992,44.6,2.39,11.07,14,4.5,9.5,14.4,21.9,49.8,Upper middle income,Latin America and the Caribbean,3257466,56.01,45.6,Costa Rican colon,IBRD,2011,Very High Inequality
Costa Rica,1993,44.7,2.41,11.09,13.8,4.5,9.3,14.2,21.9,49.9,Upper middle income,Latin America and the Caribbean,3341004,56.01,45.9,Costa Rican colon,IBRD,2011,Very High Inequality
Costa Rica,1994,45.8,2.55,11.36,13.7,4.5,9.2,14,21.3,51.1,Upper middle income,Latin America and the Caribbean,3425690,56.01,46.7,Costa Rican colon,IBRD,2011,Very High Inequality
Costa Rica,1995,44.7,2.4,11.09,13.9,4.5,9.4,14.3,21.9,49.9,Upper middle income,Latin America and the Caribbean,3510926,56.01,45.7,Costa Rican colon,IBRD,2011,Very High Inequality
Costa Rica,1996,45.5,2.51,11.77,13.5,4.3,9.2,14,21.8,50.6,Upper middle income,Latin America and the Caribbean,3596732,56.01,46.5,Costa Rican colon,IBRD,2011,Very High Inequality
Costa Rica,1997,44.9,2.42,10.91,13.9,4.6,9.3,14.2,21.7,50.2,Upper middle income,Latin America and the Caribbean,3682725,56.01,45.6,Costa Rican colon,IBRD,2011,Very High Inequality
Costa Rica,1998,45.1,2.45,10.98,13.8,4.6,9.2,14,21.6,50.5,Upper middle income,Latin America and the Caribbean,3767373,56.01,45.6,Costa Rican colon,IBRD,2011,Very High Inequality
Costa Rica,1999,47,2.72,12.16,13.1,4.3,8.8,13.5,21.1,52.3,Upper middle income,Latin America and the Caribbean,3848723,56.01,47.6,Costa Rican colon,IBRD,2011,Very High Inequality
Costa Rica,2000,46.7,2.7,12.31,13.1,4.2,8.9,13.7,21.5,51.7,Upper middle income,Latin America and the Caribbean,3925443,56.01,47.4,Costa Rican colon,IBRD,2011,Very High Inequality
Costa Rica,2001,51.4,3.51,16.06,11.3,3.5,7.8,12.4,20.1,56.2,Upper middle income,Latin America and the Caribbean,3996798,56.01,51.5,Costa Rican colon,IBRD,2011,Very High Inequality
Costa Rica,2002,51.6,3.51,15.3,11.5,3.7,7.8,12.3,19.7,56.6,Upper middle income,Latin America and the Caribbean,4063204,56.01,51.8,Costa Rican colon,IBRD,2011,Very High Inequality
Costa Rica,2003,49.1,3.05,14.16,12.1,3.8,8.3,13,21.1,53.8,Upper middle income,Latin America and the Caribbean,4125971,56.01,49.3,Costa Rican colon,IBRD,2011,Very High Inequality
Costa Rica,2004,48.2,2.92,13.33,12.5,4,8.5,13.2,21.1,53.3,Upper middle income,Latin America and the Caribbean,4187038,56.01,48.4,Costa Rican colon,IBRD,2011,Very High Inequality
Costa Rica,2005,47.4,2.75,12.26,13,4.3,8.7,13.3,21,52.7,Upper middle income,Latin America and the Caribbean,4247841,56.01,47.5,Costa Rican colon,IBRD,2011,Very High Inequality
Costa Rica,2006,49.3,3.1,13.37,12.4,4.1,8.3,12.7,20,54.8,Upper middle income,Latin America and the Caribbean,4308794,56.01,49.3,Costa Rican colon,IBRD,2011,Very High Inequality
Costa Rica,2007,49.3,3.04,12.5,12.8,4.4,8.4,12.6,19.6,55,Upper middle income,Latin America and the Caribbean,4369469,56.01,49.3,Costa Rican colon,IBRD,2011,Very High Inequality
Costa Rica,2008,48.5,2.91,12.3,12.9,4.4,8.5,12.8,20.3,54.1,Upper middle income,Latin America and the Caribbean,4429508,56.01,48.6,Costa Rican colon,IBRD,2011,Very High Inequality
Costa Rica,2009,50.4,3.31,13.95,11.9,4,7.9,12.4,19.9,55.8,Upper middle income,Latin America and the Caribbean,4488263,56.01,50.6,Costa Rican colon,IBRD,2011,Very High Inequality
Costa Rica,2010,48.1,2.85,11.96,13,4.5,8.5,12.9,20.3,53.8,Upper middle income,Latin America and the Caribbean,4545280,33.4,48,Costa Rican colon,IBRD,2011,High Inequality
Costa Rica,2011,48.6,2.96,12.83,12.5,4.2,8.3,12.8,20.6,53.9,Upper middle income,Latin America and the Caribbean,4600474,34.33,48.8,Costa Rican colon,IBRD,2011,High Inequality
Costa Rica,2012,48.6,2.94,12.83,12.6,4.2,8.4,12.9,20.6,53.9,Upper middle income,Latin America and the Caribbean,4654122,34.28,48.4,Costa Rican colon,IBRD,2011,High Inequality
Costa Rica,2013,49.3,3.04,12.98,12.3,4.2,8.1,12.5,20.7,54.5,Upper middle income,Latin America and the Caribbean,4706401,35.15,49.2,Costa Rican colon,IBRD,2011,High Inequality
Costa Rica,2014,48.6,2.95,12.83,12.5,4.2,8.3,12.8,20.7,53.9,Upper middle income,Latin America and the Caribbean,4757575,34.25,48.6,Costa Rican colon,IBRD,2011,High Inequality
Costa Rica,2015,48.3,2.88,12.53,12.8,4.3,8.5,12.9,20.6,53.9,Upper middle income,Latin America and the Caribbean,4807852,33.92,48.4,Costa Rican colon,IBRD,2011,High Inequality
Costa Rica,2016,48.6,2.98,12.86,12.5,4.2,8.3,12.8,20.6,54,Upper middle income,Latin America and the Caribbean,4857274,34.22,48.7,Costa Rican colon,IBRD,2011,High Inequality
Costa Rica,2017,48.3,2.88,12.25,12.8,4.4,8.4,12.8,20.4,53.9,Upper middle income,Latin America and the Caribbean,4905769,33.6,48.3,Costa Rican colon,IBRD,2011,High Inequality
Costa Rica,2018,47.9,2.85,13.18,12.41,4.01,11.16,15.48,21.77,52.86,Upper middle income,Latin America and the Caribbean,4999443,33.47,48,Costa Rican colon,IBRD,2011,High Inequality
India,1977,32.1,2.05,4.81,21,8.5,12.5,16.4,21.7,40.9,Lower middle income,South Asia,650485030,20.12,29.7,Indian rupee,IBRD,2011,Medium Inequality
India,1983,32.12,1.26,4.84,21,8.47,12.53,16.36,21.63,41.01,Lower middle income,South Asia,749428928,20.12,27.2,Indian rupee,IBRD,2011,Medium Inequality
India,1987,31.8,2.05,4.61,21.4,8.9,12.5,16.3,21.3,41,Lower middle income,South Asia,816792741,20.12,27.5,Indian rupee,IBRD,2011,Medium Inequality
India,1993,28.6,2.05,9.12,21.3,6.53,11.16,15.48,21.77,45.11,Lower middle income,South Asia,924057817,20.12,26.1,Indian rupee,IBRD,2011,Medium Inequality
Jamaica,1988,55.5,5.39,25.79,8.62,2.4,6.22,10.85,18.64,61.9,Upper middle income,Latin America and the Caribbean,2393534,21.18,43.2,Jamaican dollar,IBRD,2011,Medium Inequality
Jamaica,1990,50.9,3.5,17.61,10.6,3.1,7.5,13.09,21.71,54.59,Upper middle income,Latin America and the Caribbean,2424242,21.18,41.1,Jamaican dollar,IBRD,2011,Medium Inequality
